filename,time_sec,peak_mem_kb,result
uf20-0676.cnf,2.0431,203,SAT
uf20-0677.cnf,2.0898,190,SAT
uf20-0678.cnf,6.9670,221,SAT
uf20-0679.cnf,11.6946,214,SAT
uf20-068.cnf,0.3306,179,SAT
uf20-0680.cnf,0.1438,170,SAT
uf20-0681.cnf,4.6156,214,SAT
uf20-0682.cnf,2.7856,199,SAT
uf20-0683.cnf,5.7152,203,SAT
uf20-0684.cnf,4.9275,197,SAT
uf20-0685.cnf,1.8756,196,SAT
uf20-0686.cnf,10.1013,214,SAT
uf20-0687.cnf,3.7972,198,SAT
uf20-0688.cnf,1.6681,195,SAT
uf20-0689.cnf,13.2613,229,SAT
uf20-069.cnf,3.4015,198,SAT
uf20-0690.cnf,6.7984,216,SAT
uf20-0691.cnf,5.0853,217,SAT
uf20-0692.cnf,4.1184,201,SAT
uf20-0693.cnf,8.4773,216,SAT
uf20-0694.cnf,2.0876,182,SAT
uf20-0695.cnf,9.4318,216,SAT
uf20-0696.cnf,4.8059,203,SAT
uf20-0697.cnf,8.1285,219,SAT
uf20-0698.cnf,0.8223,195,SAT
uf20-0699.cnf,8.3320,212,SAT
uf20-07.cnf,6.7942,211,SAT
uf20-070.cnf,0.0059,161,SAT
uf20-0700.cnf,3.0044,198,SAT
uf20-0701.cnf,0.8659,185,SAT
uf20-0702.cnf,0.3690,187,SAT
uf20-0703.cnf,0.2740,165,SAT
uf20-0704.cnf,0.6272,175,SAT
uf20-0705.cnf,21.5358,222,SAT
uf20-0706.cnf,0.0020,106,SAT
uf20-0707.cnf,12.7758,226,SAT
uf20-0708.cnf,0.5554,186,SAT
uf20-0709.cnf,8.2488,209,SAT
uf20-071.cnf,0.5601,201,SAT
uf20-0710.cnf,6.4634,206,SAT
uf20-0711.cnf,4.6060,214,SAT
uf20-0712.cnf,4.3601,208,SAT
uf20-0713.cnf,5.1828,220,SAT
uf20-0714.cnf,0.2866,168,SAT
uf20-0715.cnf,15.5039,221,SAT
uf20-0716.cnf,0.0278,165,SAT
uf20-0717.cnf,0.8820,200,SAT
uf20-0718.cnf,17.3837,213,SAT
uf20-0719.cnf,2.4214,209,SAT
uf20-072.cnf,0.8303,191,SAT
uf20-0720.cnf,5.8043,226,SAT
uf20-0721.cnf,0.0689,172,SAT
uf20-0722.cnf,8.7943,216,SAT
uf20-0723.cnf,0.0019,131,SAT
uf20-0724.cnf,5.9511,212,SAT
uf20-0725.cnf,8.9005,228,SAT
uf20-0726.cnf,0.8329,182,SAT
uf20-0727.cnf,0.6470,215,SAT
uf20-0728.cnf,1.5210,180,SAT
uf20-0729.cnf,0.2243,178,SAT
uf20-073.cnf,0.0522,150,SAT
uf20-0730.cnf,0.5924,195,SAT
uf20-0731.cnf,2.9656,209,SAT
uf20-0732.cnf,0.6654,205,SAT
uf20-0733.cnf,0.2433,174,SAT
uf20-0734.cnf,1.0868,196,SAT
uf20-0735.cnf,0.8424,171,SAT
uf20-0736.cnf,1.7335,192,SAT
uf20-0737.cnf,5.3868,205,SAT
uf20-0738.cnf,0.5975,190,SAT
uf20-0739.cnf,0.1913,180,SAT
uf20-074.cnf,18.4301,222,SAT
uf20-0740.cnf,6.1656,217,SAT
uf20-0741.cnf,0.6043,202,SAT
uf20-0742.cnf,0.1212,181,SAT
uf20-0743.cnf,1.4359,178,SAT
uf20-0744.cnf,0.0113,122,SAT
uf20-0745.cnf,1.5659,203,SAT
uf20-0746.cnf,8.5555,217,SAT
uf20-0747.cnf,0.7261,179,SAT
uf20-0748.cnf,3.5464,210,SAT
uf20-0749.cnf,1.7412,197,SAT
uf20-075.cnf,3.1092,208,SAT
uf20-0750.cnf,2.7093,194,SAT
uf20-0751.cnf,5.9084,223,SAT
uf20-0752.cnf,1.1711,194,SAT
uf20-0753.cnf,0.0080,138,SAT
uf20-0754.cnf,2.1481,198,SAT
uf20-0755.cnf,6.4843,221,SAT
uf20-0756.cnf,3.2303,187,SAT
uf20-0757.cnf,2.3491,189,SAT
uf20-0758.cnf,0.0720,169,SAT
uf20-0759.cnf,3.9967,196,SAT
uf20-076.cnf,7.5384,201,SAT
uf20-0760.cnf,9.8284,212,SAT
uf20-0761.cnf,0.1121,173,SAT
uf20-0762.cnf,5.4279,205,SAT
uf20-0763.cnf,2.3407,199,SAT
uf20-0764.cnf,10.7042,215,SAT
uf20-0765.cnf,1.7392,194,SAT
uf20-0766.cnf,3.4155,207,SAT
uf20-0767.cnf,1.4394,194,SAT
uf20-0768.cnf,5.4814,210,SAT
uf20-0769.cnf,0.8875,187,SAT
uf20-077.cnf,0.2304,188,SAT
uf20-0770.cnf,10.2894,233,SAT
uf20-0771.cnf,10.3424,206,SAT
uf20-0772.cnf,0.0253,142,SAT
uf20-0773.cnf,1.6519,203,SAT
uf20-0774.cnf,12.3649,216,SAT
uf20-0775.cnf,1.4205,207,SAT
uf20-0776.cnf,0.1574,174,SAT
uf20-0777.cnf,9.6753,214,SAT
uf20-0778.cnf,0.0053,149,SAT
uf20-0779.cnf,0.3666,190,SAT
uf20-078.cnf,0.0367,156,SAT
uf20-0780.cnf,2.0597,190,SAT
uf20-0781.cnf,17.4702,218,SAT
uf20-0782.cnf,6.5396,206,SAT
uf20-0783.cnf,0.5294,180,SAT
uf20-0784.cnf,0.0670,161,SAT
uf20-0785.cnf,1.2812,210,SAT
uf20-0786.cnf,2.6179,206,SAT
uf20-0787.cnf,0.0016,110,SAT
uf20-0788.cnf,1.0502,204,SAT
uf20-0789.cnf,12.0505,200,SAT
uf20-079.cnf,7.4042,226,SAT
uf20-0790.cnf,11.3231,219,SAT
uf20-0791.cnf,9.7971,214,SAT
uf20-0792.cnf,0.1303,182,SAT
uf20-0793.cnf,5.8407,206,SAT
uf20-0794.cnf,5.0310,209,SAT
uf20-0795.cnf,2.0311,188,SAT
uf20-0796.cnf,4.9377,210,SAT
uf20-0797.cnf,0.0444,155,SAT
uf20-0798.cnf,9.8903,201,SAT
uf20-0799.cnf,0.8241,194,SAT
uf20-08.cnf,1.3705,195,SAT
uf20-080.cnf,1.9141,211,SAT
uf20-0800.cnf,3.7813,199,SAT
uf20-0801.cnf,0.2346,178,SAT
uf20-0802.cnf,5.2993,214,SAT
uf20-0803.cnf,3.8913,214,SAT
uf20-0804.cnf,0.0175,123,SAT
uf20-0805.cnf,11.1546,224,SAT
uf20-0806.cnf,0.7045,171,SAT
uf20-0807.cnf,1.6240,205,SAT
uf20-0808.cnf,0.1208,195,SAT
uf20-0809.cnf,0.9379,183,SAT
uf20-081.cnf,9.9561,213,SAT
uf20-0810.cnf,0.0501,141,SAT
uf20-0811.cnf,1.1386,198,SAT
uf20-0812.cnf,13.7029,225,SAT
uf20-0813.cnf,2.5063,215,SAT
uf20-0814.cnf,5.3155,228,SAT
uf20-0815.cnf,8.3949,219,SAT
uf20-0816.cnf,0.0379,176,SAT
uf20-0817.cnf,2.7751,204,SAT
uf20-0818.cnf,7.4035,202,SAT
uf20-0819.cnf,0.0289,171,SAT
uf20-082.cnf,0.2799,186,SAT
uf20-0820.cnf,0.1458,187,SAT
uf20-0821.cnf,0.0611,173,SAT
uf20-0822.cnf,0.1837,176,SAT
uf20-0823.cnf,0.0019,129,SAT
uf20-0824.cnf,0.6518,193,SAT
uf20-0825.cnf,7.7547,208,SAT
uf20-0826.cnf,10.6319,197,SAT
uf20-0827.cnf,12.5749,209,SAT
uf20-0828.cnf,0.3698,187,SAT
uf20-0829.cnf,5.2714,211,SAT
uf20-083.cnf,0.5846,157,SAT
uf20-0830.cnf,12.1431,216,SAT
uf20-0831.cnf,0.9374,183,SAT
uf20-0832.cnf,0.6662,183,SAT
uf20-0833.cnf,5.8953,207,SAT
uf20-0834.cnf,0.0524,167,SAT
uf20-0835.cnf,0.0103,148,SAT
uf20-0836.cnf,4.5928,200,SAT
uf20-0837.cnf,5.0137,213,SAT
uf20-0838.cnf,0.2904,191,SAT
uf20-0839.cnf,7.7803,206,SAT
uf20-084.cnf,3.5656,214,SAT
uf20-0840.cnf,1.2139,173,SAT
uf20-0841.cnf,6.8390,225,SAT
uf20-0842.cnf,0.3765,183,SAT
uf20-0843.cnf,1.9843,200,SAT
uf20-0844.cnf,5.1473,206,SAT
uf20-0845.cnf,7.8581,218,SAT
uf20-0846.cnf,0.0019,131,SAT
uf20-0847.cnf,13.6760,225,SAT
uf20-0848.cnf,3.9199,205,SAT
uf20-0849.cnf,2.8252,215,SAT
uf20-085.cnf,11.9835,216,SAT
uf20-0850.cnf,6.7145,205,SAT
uf20-0851.cnf,11.4211,221,SAT
uf20-0852.cnf,6.3637,210,SAT
uf20-0853.cnf,6.3262,220,SAT
uf20-0854.cnf,0.0230,146,SAT
uf20-0855.cnf,1.5389,177,SAT
uf20-0856.cnf,0.2938,196,SAT
uf20-0857.cnf,5.2237,200,SAT
uf20-0858.cnf,9.5966,220,SAT
uf20-0859.cnf,5.1772,201,SAT
uf20-086.cnf,13.0252,212,SAT
uf20-0860.cnf,0.0112,123,SAT
uf20-0861.cnf,0.8767,172,SAT
uf20-0862.cnf,11.5015,222,SAT
uf20-0863.cnf,2.1846,212,SAT
uf20-0864.cnf,2.6031,201,SAT
uf20-0865.cnf,1.5532,190,SAT
uf20-0866.cnf,12.7718,233,SAT
uf20-0867.cnf,7.7007,215,SAT
uf20-0868.cnf,2.1611,211,SAT
uf20-0869.cnf,1.1274,179,SAT
uf20-087.cnf,4.7394,206,SAT
uf20-0870.cnf,7.9108,219,SAT
uf20-0871.cnf,0.7519,203,SAT
uf20-0872.cnf,2.8919,201,SAT
uf20-0873.cnf,1.0721,203,SAT
uf20-0874.cnf,0.0050,143,SAT
uf20-0875.cnf,6.3651,216,SAT
uf20-0876.cnf,0.1308,177,SAT
uf20-0877.cnf,9.3331,218,SAT
uf20-0878.cnf,1.5943,198,SAT
uf20-0879.cnf,5.7327,207,SAT
uf20-088.cnf,0.6287,195,SAT
uf20-0880.cnf,1.1173,191,SAT
uf20-0881.cnf,14.7366,227,SAT
uf20-0882.cnf,0.1759,151,SAT
uf20-0883.cnf,6.1493,219,SAT
uf20-0884.cnf,6.2380,214,SAT
uf20-0885.cnf,1.8239,202,SAT
uf20-0886.cnf,0.2733,169,SAT
uf20-0887.cnf,9.3437,209,SAT
uf20-0888.cnf,8.3209,223,SAT
uf20-0889.cnf,0.2408,185,SAT
uf20-089.cnf,5.4596,208,SAT
uf20-0890.cnf,5.9972,225,SAT
uf20-0891.cnf,4.0946,204,SAT
uf20-0892.cnf,4.1653,207,SAT
uf20-0893.cnf,8.8046,211,SAT
uf20-0894.cnf,1.1718,191,SAT
uf20-0895.cnf,0.0152,140,SAT
uf20-0896.cnf,5.0276,192,SAT
uf20-0897.cnf,7.0269,207,SAT
uf20-0898.cnf,4.4884,206,SAT
uf20-0899.cnf,4.1679,206,SAT
uf20-09.cnf,5.6990,221,SAT
uf20-090.cnf,0.0231,136,SAT
uf20-0900.cnf,1.8439,188,SAT
uf20-0901.cnf,13.9376,220,SAT
uf20-0902.cnf,12.1790,226,SAT
uf20-0903.cnf,0.6603,178,SAT
uf20-0904.cnf,2.0312,193,SAT
uf20-0905.cnf,3.9888,220,SAT
uf20-0906.cnf,0.3847,171,SAT
uf20-0907.cnf,0.0498,175,SAT
uf20-0908.cnf,2.6040,199,SAT
uf20-0909.cnf,2.1448,217,SAT
uf20-091.cnf,2.7311,194,SAT
uf20-0910.cnf,4.7227,215,SAT
uf20-0911.cnf,0.5368,207,SAT
uf20-0912.cnf,1.0141,202,SAT
uf20-0913.cnf,2.4442,214,SAT
uf20-0914.cnf,2.0481,201,SAT
uf20-0915.cnf,2.3878,208,SAT
uf20-0916.cnf,6.0105,227,SAT
uf20-0917.cnf,10.2467,220,SAT
uf20-0918.cnf,14.7569,215,SAT
uf20-0919.cnf,2.9881,200,SAT
uf20-092.cnf,0.6981,185,SAT
uf20-0920.cnf,0.3652,170,SAT
uf20-0921.cnf,0.7806,196,SAT
uf20-0922.cnf,0.6730,193,SAT
uf20-0923.cnf,2.4876,204,SAT
uf20-0924.cnf,9.2053,198,SAT
uf20-0925.cnf,0.1982,172,SAT
uf20-0926.cnf,5.7632,196,SAT
uf20-0927.cnf,3.0106,195,SAT
uf20-0928.cnf,11.0411,212,SAT
uf20-0929.cnf,0.0447,159,SAT
uf20-093.cnf,12.8398,232,SAT
uf20-0930.cnf,3.7432,218,SAT
uf20-0931.cnf,2.2603,189,SAT
uf20-0932.cnf,0.1067,140,SAT
uf20-0933.cnf,9.9629,210,SAT
uf20-0934.cnf,1.6066,195,SAT
uf20-0935.cnf,0.5045,203,SAT
uf20-0936.cnf,10.7433,214,SAT
uf20-0937.cnf,0.1740,188,SAT
uf20-0938.cnf,11.7548,217,SAT
uf20-0939.cnf,4.1150,204,SAT
uf20-094.cnf,4.7389,216,SAT
uf20-0940.cnf,1.3190,198,SAT
uf20-0941.cnf,13.6082,216,SAT
uf20-0942.cnf,5.3449,213,SAT
uf20-0943.cnf,7.0940,217,SAT
uf20-0944.cnf,0.0628,186,SAT
uf20-0945.cnf,10.8939,226,SAT
uf20-0946.cnf,5.3549,204,SAT
uf20-0947.cnf,1.6752,210,SAT
uf20-0948.cnf,4.6935,213,SAT
uf20-0949.cnf,4.8328,207,SAT
uf20-095.cnf,8.2089,222,SAT
uf20-0950.cnf,13.8299,217,SAT
uf20-0951.cnf,3.7445,222,SAT
uf20-0952.cnf,0.5098,178,SAT
uf20-0953.cnf,2.2295,185,SAT
uf20-0954.cnf,6.5069,210,SAT
uf20-0955.cnf,0.0163,116,SAT
uf20-0956.cnf,0.9630,195,SAT
uf20-0957.cnf,3.9854,200,SAT
uf20-0958.cnf,3.8529,222,SAT
uf20-0959.cnf,0.6299,176,SAT
uf20-096.cnf,4.3809,203,SAT
uf20-0960.cnf,0.0545,169,SAT
uf20-0961.cnf,0.6291,197,SAT
uf20-0962.cnf,1.7402,193,SAT
uf20-0963.cnf,0.1677,194,SAT
uf20-0964.cnf,5.3883,216,SAT
uf20-0965.cnf,0.0344,164,SAT
uf20-0966.cnf,11.3622,220,SAT
uf20-0967.cnf,4.9810,201,SAT
uf20-0968.cnf,0.0317,153,SAT
uf20-0969.cnf,3.2142,209,SAT
uf20-097.cnf,10.7099,210,SAT
uf20-0970.cnf,11.1248,221,SAT
uf20-0971.cnf,10.3510,213,SAT
uf20-0972.cnf,7.9552,209,SAT
uf20-0973.cnf,0.8119,194,SAT
uf20-0974.cnf,1.2401,195,SAT
uf20-0975.cnf,6.5165,210,SAT
uf20-0976.cnf,8.2188,200,SAT
uf20-0977.cnf,0.9000,170,SAT
uf20-0978.cnf,13.6088,225,SAT
uf20-0979.cnf,6.2763,207,SAT
uf20-098.cnf,0.8927,196,SAT
uf20-0980.cnf,2.4699,191,SAT
uf20-0981.cnf,2.9720,208,SAT
uf20-0982.cnf,3.1709,193,SAT
uf20-0983.cnf,10.5024,219,SAT
uf20-0984.cnf,0.2029,171,SAT
uf20-0985.cnf,1.5885,195,SAT
uf20-0986.cnf,18.2879,230,SAT
uf20-0987.cnf,8.7163,216,SAT
uf20-0988.cnf,0.8564,178,SAT
uf20-0989.cnf,8.7693,220,SAT
uf20-099.cnf,0.0111,147,SAT
uf20-0990.cnf,7.5004,222,SAT
uf20-0991.cnf,0.0340,159,SAT
uf20-0992.cnf,0.0926,166,SAT
uf20-0993.cnf,7.0867,212,SAT
uf20-0994.cnf,1.1033,193,SAT
uf20-0995.cnf,3.5275,202,SAT
uf20-0996.cnf,7.6541,214,SAT
uf20-0997.cnf,10.7840,217,SAT
uf20-0998.cnf,0.0024,108,SAT
uf20-0999.cnf,0.8399,186,SAT
